Ico;Rok;Obdobie od;Obdobie do;Nazov;Odvetvie;SK Nace;Kategória zamestnancov(zo Štatistického úradu);Presný počet zamestnancov(z účtovnej závierky);Mesto;Okres;Kraj;Právna forma – kód;Právna forma;AktivaBrutto-1;AktivaCorr-1;Aktiva-1;AktivaPrev-1;AktivaBrutto-2;AktivaCorr-2;Aktiva-2;AktivaPrev-2;AktivaBrutto-3;AktivaCorr-3;Aktiva-3;AktivaPrev-3;AktivaBrutto-4;AktivaCorr-4;Aktiva-4;AktivaPrev-4;AktivaBrutto-5;AktivaCorr-5;Aktiva-5;AktivaPrev-5;AktivaBrutto-6;AktivaCorr-6;Aktiva-6;AktivaPrev-6;AktivaBrutto-7;AktivaCorr-7;Aktiva-7;AktivaPrev-7;AktivaBrutto-8;AktivaCorr-8;Aktiva-8;AktivaPrev-8;AktivaBrutto-9;AktivaCorr-9;Aktiva-9;AktivaPrev-9;AktivaBrutto-10;AktivaCorr-10;Aktiva-10;AktivaPrev-10;AktivaBrutto-11;AktivaCorr-11;Aktiva-11;AktivaPrev-11;AktivaBrutto-12;AktivaCorr-12;Aktiva-12;AktivaPrev-12;AktivaBrutto-13;AktivaCorr-13;Aktiva-13;AktivaPrev-13;AktivaBrutto-14;AktivaCorr-14;Aktiva-14;AktivaPrev-14;AktivaBrutto-15;AktivaCorr-15;Aktiva-15;AktivaPrev-15;AktivaBrutto-16;AktivaCorr-16;Aktiva-16;AktivaPrev-16;AktivaBrutto-17;AktivaCorr-17;Aktiva-17;AktivaPrev-17;AktivaBrutto-18;AktivaCorr-18;Aktiva-18;AktivaPrev-18;AktivaBrutto-19;AktivaCorr-19;Aktiva-19;AktivaPrev-19;AktivaBrutto-20;AktivaCorr-20;Aktiva-20;AktivaPrev-20;AktivaBrutto-21;AktivaCorr-21;Aktiva-21;AktivaPrev-21;AktivaBrutto-22;AktivaCorr-22;Aktiva-22;AktivaPrev-22;AktivaBrutto-23;AktivaCorr-23;Aktiva-23;AktivaPrev-23;AktivaBrutto-24;AktivaCorr-24;Aktiva-24;AktivaPrev-24;AktivaBrutto-25;AktivaCorr-25;Aktiva-25;AktivaPrev-25;AktivaBrutto-26;AktivaCorr-26;Aktiva-26;AktivaPrev-26;AktivaBrutto-27;AktivaCorr-27;Aktiva-27;AktivaPrev-27;AktivaBrutto-28;AktivaCorr-28;Aktiva-28;AktivaPrev-28;AktivaBrutto-29;AktivaCorr-29;Aktiva-29;AktivaPrev-29;AktivaBrutto-30;AktivaCorr-30;Aktiva-30;AktivaPrev-30;AktivaBrutto-31;AktivaCorr-31;Aktiva-31;AktivaPrev-31;AktivaBrutto-32;AktivaCorr-32;Aktiva-32;AktivaPrev-32;AktivaBrutto-33;AktivaCorr-33;Aktiva-33;AktivaPrev-33;AktivaBrutto-34;AktivaCorr-34;Aktiva-34;AktivaPrev-34;AktivaBrutto-35;AktivaCorr-35;Aktiva-35;AktivaPrev-35;AktivaBrutto-36;AktivaCorr-36;Aktiva-36;AktivaPrev-36;AktivaBrutto-37;AktivaCorr-37;Aktiva-37;AktivaPrev-37;AktivaBrutto-38;AktivaCorr-38;Aktiva-38;AktivaPrev-38;AktivaBrutto-39;AktivaCorr-39;Aktiva-39;AktivaPrev-39;AktivaBrutto-40;AktivaCorr-40;Aktiva-40;AktivaPrev-40;AktivaBrutto-41;AktivaCorr-41;Aktiva-41;AktivaPrev-41;AktivaBrutto-42;AktivaCorr-42;Aktiva-42;AktivaPrev-42;AktivaBrutto-43;AktivaCorr-43;Aktiva-43;AktivaPrev-43;AktivaBrutto-44;AktivaCorr-44;Aktiva-44;AktivaPrev-44;AktivaBrutto-45;AktivaCorr-45;Aktiva-45;AktivaPrev-45;AktivaBrutto-46;AktivaCorr-46;Aktiva-46;AktivaPrev-46;AktivaBrutto-47;AktivaCorr-47;Aktiva-47;AktivaPrev-47;AktivaBrutto-48;AktivaCorr-48;Aktiva-48;AktivaPrev-48;AktivaBrutto-49;AktivaCorr-49;Aktiva-49;AktivaPrev-49;AktivaBrutto-50;AktivaCorr-50;Aktiva-50;AktivaPrev-50;AktivaBrutto-51;AktivaCorr-51;Aktiva-51;AktivaPrev-51;AktivaBrutto-52;AktivaCorr-52;Aktiva-52;AktivaPrev-52;AktivaBrutto-53;AktivaCorr-53;Aktiva-53;AktivaPrev-53;AktivaBrutto-54;AktivaCorr-54;Aktiva-54;AktivaPrev-54;AktivaBrutto-55;AktivaCorr-55;Aktiva-55;AktivaPrev-55;AktivaBrutto-56;AktivaCorr-56;Aktiva-56;AktivaPrev-56;AktivaBrutto-57;AktivaCorr-57;Aktiva-57;AktivaPrev-57;AktivaBrutto-58;AktivaCorr-58;Aktiva-58;AktivaPrev-58;AktivaBrutto-59;AktivaCorr-59;Aktiva-59;AktivaPrev-59;AktivaBrutto-60;AktivaCorr-60;Aktiva-60;AktivaPrev-60;AktivaBrutto-61;AktivaCorr-61;Aktiva-61;AktivaPrev-61;AktivaBrutto-62;AktivaCorr-62;Aktiva-62;AktivaPrev-62;AktivaBrutto-63;AktivaCorr-63;Aktiva-63;AktivaPrev-63;AktivaBrutto-64;AktivaCorr-64;Aktiva-64;AktivaPrev-64;AktivaBrutto-65;AktivaCorr-65;Aktiva-65;AktivaPrev-65;Predchádzajúce obdobie od;Predchádzajúce obdobie do;
36661953;2008;2008-03-12;2009-12-11;"LA TOSCANA s.r.o.";"Odevy a obuv";"Výroba obuvi [15200]";nezistený;;"Nové Zámky";"Nové Zámky";Nitriansky;112;"Spol. s r. o.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36666696;2008;2008-03-01;2009-02-28;"Tesco International Clothing Brand s.r.o.";"Doprava a logistika";"Ostatné pomocné činnosti v doprave [52290]";0 zamestnancov;0;"Bratislava - mestská časť Ružinov";"Bratislava II";Bratislavský;112;"Spol. s r. o.";;;157538267;144319758;;;6182985;5725387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6182985;5725387;;;;;;;33652;0;;;6149333;5725387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;124658200;130378246;;;85110327;68367888;;;;;;;;;;;;;;;;;;;85110327;68367888;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38674171;61829617;;;19032238;50854180;;;;;;;;;;;;;;;;;;;;;;;11227180;10975437;;;8414753;0;;;873702;180741;;;;;;;873702;180741;;;;;;;;;;;;;;;26697082;8216125;;;;;;;1383833;2700524;;;;;;;25313249;5515601;;;
36690929;2008;2008-04-01;2009-03-31;"Berry Slovakia, s.r.o.";"Chémia a plasty";"Výroba plastových obalov [22220]";250-499 zamestnancov;;"Veľký Meder";"Dunajská Streda";Trnavský;112;"Spol. s r. o.";7166933;1170841;5996092;5474076;5057346;679077;4378269;2879639;341609;115940;225669;258680;;;;;62096;13451;48645;25725;;;;;279513;102489;177024;232955;;;;;;;;;;;;;4715737;563137;4152600;2620959;404993;;404993;306679;1069003;47509;1021494;999967;2033712;515628;1518084;1247461;;;;;;;;;;;;;1208029;;1208029;66852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2103161;491764;1611397;2594437;1107584;113022;994562;661854;337539;63700;273839;388170;;;;;416400;28555;387845;210649;;;;;;;;;;;;;46834;;46834;77607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86930;;86930;135962;218532;117464;101068;247096;16371;;16371;78869;11317;;11317;8996;5054;;5054;69873;;;;;;;;;;;;;6426;;6426;;;;;;6426;;6426;;;;;;;;;;;;
36691712;2008;2008-01-01;2008-12-31;"Vojenská zotavovňa a hotel Smrekovica, a.s.";"Cestovný ruch a gastro";"Hotelové a podobné ubytovanie [55100]";20-24 zamestnancov;;"Ružomberok";"Ružomberok";Žilinský;121;"Akc. spol.";;;1346515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;98360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36707376;2008;2008-10-01;2009-09-30;"UNISTAV Bojnice spol. s r.o. v konkurze";"Stavebníctvo";"Výstavba ostatných inžinierskych stavieb i. n. [42990]";nezistený;;"Prievidza";"Prievidza";Trenčiansky;112;"Spol. s r. o.";;;2884684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36724530;2008;2008-01-01;2008-12-31;"MH Invest, s.r.o.";"Projektovanie a inžiniering";"Inžinierske činnosti a poradenstvo [71121]";50-99 zamestnancov;;"Bratislava";"Bratislava II";Bratislavský;112;"Spol. s r. o.";;;63262763;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;736606;;;;;;;;19328454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36727229;2008;2008-11-04;2010-06-08;"XPRESS SK, s.r.o.";"Doprava a logistika";"Ostatné poštové služby a služby kuriérov [53200]";25-49 zamestnancov;;"Bratislava";"Bratislava I";Bratislavský;112;"Spol. s r. o.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36758205;2008;2008-01-01;2008-12-31;"Samsung Display Slovakia, s.r.o., v likvidácii";"Nehnuteľnosti";"Prenájom a prevádzkovanie vlastných alebo prenajatých nehnuteľností [68200]";3-4 zamestnanci;4;"Voderady";"Trnava";Trnavský;112;"Spol. s r. o.";223116643.430923;223116643.430923;223116643.430923;108556031.335059;163303823.939454;18752506.140875;144551317.798579;98740290.7787293;2716789.4841665;590818.562039434;2125970.92212707;1776671.31381531;0;0;0;0;2716789.4841665;590818.562039434;2125970.92212707;1776671.31381531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160587034.455288;18161687.5788356;142425346.876452;96963619.464914;4616145.52214034;0;4616145.52214034;0;53307707.6279626;3506937.52904468;49800770.0989179;0;92450839.8061475;14654750.0497909;77796089.7563566;1979286.99462258;0;0;0;0;0;0;0;0;0;0;0;0;10212341.4990374;0;10212341.4990374;94910376.41904;0;0;0;73956.0512514107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5468731.32842063;36314.1472482241;5432417.18117241;915820.221735378;;;;;4348502.95425878;36314.1472482241;4312188.80701056;915820.221735378;238465.113191263;238465.113191263;238465.113191263;0;881763.26097059;0;881763.26097059;0;0;0;0;0;0;0;0;0;0;0;0;0;34090.154683662;0;34090.154683662;0;34090.154683662;0;34090.154683662;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70043882.3607515;0;70043882.3607515;5794596.0300073;39799641.5056762;0;39799641.5056762;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29966440.9480183;0;29966440.9480183;5530272.85401314;277799.907057027;0;277799.907057027;264323.175994158;2510190.53309434;0;2510190.53309434;2907488.54809799;6240.45674832371;0;6240.45674832371;232.357432118436;2503950.07634601;0;2503950.07634601;2907256.19066587;0;0;0;0;0;0;0;0;0;0;0;0;544745.402642236;0;544745.402642236;197835.756489411;445163.646020049;0;445163.646020049;197835.756489411;;;;;99581.7566221868;0;99581.7566221868;0;;;;;;;
36759228;2008;2008-10-01;2009-09-30;"IEE Sensing Slovakia s.r.o.";"Automobilový priemysel";"Výroba elektrických a elektronických prístrojov pre motorové vozidlá [29310]";500-999 zamestnancov;;"Veľká Ida";"Košice-okolie";Košický;112;"Spol. s r. o.";;;3151295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36760846;2008;2008-01-31;2009-12-31;"SV-JEMNÁ MECHANIKA, s. r. o. v likvidácii";"Elektrotechnika";"Výroba elektronických komponentov [26110]";nezistený;;"Trenčín";"Trenčín";Trenčiansky;112;"Spol. s r. o.";;;7375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36767212;2008;2008-10-01;2009-09-30;"JP foam manufacturing s.r.o.";"Automobilový priemysel";"Výroba ostatných dielov a príslušenstva pre motorové vozidlá [29320]";nezistený;;"Lučenec";"Lučenec";Banskobystrický;112;"Spol. s r. o.";;;13432062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36770876;2008;2008-01-01;2008-12-31;"EUROPEUM Business Center s.r.o.";"Nehnuteľnosti";"Prenájom a prevádzkovanie vlastných alebo prenajatých nehnuteľností [68200]";nezistený;;"Bratislava";"Bratislava I";Bratislavský;112;"Spol. s r. o.";40018920.53375822;40018953.7276771;40018920.53375822;43826263.02861312;48495950.3418974;11080030.5384054;37415919.803492;41274015.8003054;2594967.80189869;605490.27418177;1989477.52771692;2508464.44931289;;;;;;;;;;;;;2594967.80189869;605490.27418177;1989477.52771692;2508464.44931289;;;;;;;;;;;;;45900982.5399987;10474540.2642236;35426442.2757751;38765551.3509925;9179379.93759543;;9179379.93759543;9179379.93759543;36628560.0477992;10409878.5102569;26218681.5375423;29496016.7297351;13377.1493062471;4647.14864236872;8730.00066387838;10489.2783642037;;;;;;;;;;;;;79665.4052977494;60014.6053243046;19650.7999734449;79665.4052977494;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2715461.72741154;112494.191064197;2602967.53634734;2552180.84047003;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;328619.796853216;112494.191064197;216125.605789019;219212.640244307;255028.87870942;112494.191064197;142534.687645223;167795.259908385;;;;;;;;;;;;;;;;;;;;;62205.4039699927;;62205.4039699927;51417.3803359225;11385.5141738034;;11385.5141738034;;2386841.93055832;0;2386841.93055832;2332968.20022572;;;;265.551350992498;2386841.93055832;;2386841.93055832;2332702.64887473;;;;;;;;;;;;;33.1939188740623;0;33.1939188740623;66.3878377481245;33.1939188740623;;33.1939188740623;33.1939188740623;;;;;;;;33.1939188740623;;;;;;;
36785041;2008;2008-01-01;2008-12-31;"Gerlach Labs SK, a.s.";"Nehnuteľnosti";"Prenájom a prevádzkovanie vlastných alebo prenajatých nehnuteľností [68200]";0 zamestnancov;;"Martin";"Martin";Žilinský;121;"Akc. spol.";35882.6263028613;;35882.6263028613;36181.3715727279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35882.6263028613;;35882.6263028613;36181.3715727279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35882.6263028613;;35882.6263028613;36181.3715727279;35882.6263028613;;35882.6263028613;36181.3715727279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36785326;2008;2008-01-01;2008-12-31;"BCQ Slovakia, a.s. v likvidácii";"Nehnuteľnosti";"Prenájom a prevádzkovanie vlastných alebo prenajatých nehnuteľností [68200]";nezistený;;"Bratislava";"Bratislava I";Bratislavský;121;"Akc. spol.";35882.6263028613;;35882.6263028613;36181.3715727279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35882.6263028613;;35882.6263028613;36181.3715727279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35882.6263028613;;35882.6263028613;36181.3715727279;35882.6263028613;;35882.6263028613;36181.3715727279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36789267;2008;2008-08-01;2009-07-31;"Prangl Immobilien Slovakia s.r.o.";"Právo, poradenstvo a účtovníctvo";"Poradenské služby v oblasti podnikania a riadenia [70220]";nezistený;;"Bratislava - mestská časť Staré Mesto";"Bratislava I";Bratislavský;112;"Spol. s r. o.";;;923531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36790443;2008;2008-10-01;2009-09-30;"Johnson Controls Bratislava s.r.o.";"Právo, poradenstvo a účtovníctvo";"Poradenské služby v oblasti podnikania a riadenia [70220]";nezistený;;"Bratislava";"Bratislava I";Bratislavský;112;"Spol. s r. o.";;;4016268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36794627;2008;2008-10-01;2009-09-30;"Roffelsen Assets s.r.o.";"Chémia a plasty";"Výroba ostatných plastových výrobkov [22290]";0 zamestnancov;0;"Šurany";"Nové Zámky";Nitriansky;112;"Spol. s r. o.";;;72229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36805882;2008;2008-04-01;2010-12-31;"AGENS Holding, s. r. o. v likvidácii";"Právo, poradenstvo a účtovníctvo";"Poradenské služby v oblasti podnikania a riadenia [70220]";nezistený;;"Bratislava";"Bratislava I";Bratislavský;112;"Spol. s r. o.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36833908;2008;2008-11-04;2010-03-31;"SLOWOOD s.r.o. v likvidácii";"Drevo a papier";"Pilovanie a hobľovanie dreva [16100]";nezistený;;"Bratislava";"Bratislava I";Bratislavský;112;"Spol. s r. o.";;;3209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36835480;2008;2008-11-01;2009-10-31;"ZSZ Reality, s.r.o.";"Nehnuteľnosti";"Prenájom a prevádzkovanie vlastných alebo prenajatých nehnuteľností [68200]";1 zamestnanec;;"Štúrovo";"Nové Zámky";Nitriansky;112;"Spol. s r. o.";;;240632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36843865;2008;2008-09-01;2009-08-31;"Asen Sport s.r.o., v likvidácii";"Maloobchod";"Maloobchod s textilom v špecializovaných predajniach [47510]";nezistený;;"Bratislava";"Bratislava I";Bratislavský;112;"Spol. s r. o.";;;631291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36853411;2008;2008-01-01;2008-12-31;"C.S. CARGO Slovakia Logistics s.r.o.";"Doprava a logistika";"Ostatné pomocné činnosti v doprave [52290]";250-499 zamestnancov;340;"Bratislava";"Bratislava I";Bratislavský;112;"Spol. s r. o.";923653.986589657;43251.6762929031;880402.310296754;934442.010223727;134269.401845582;43251.6762929031;91017.7255526788;132045.40928102;;;;;;;;;3916.88242713935;1427.33851158468;2489.54391555467;3817.30067051716;;;;;;;;;;;;;;;;;;;;;130352.519418443;41824.3377813185;88528.1816371241;128228.108610503;;;;;;;;;130352.519418443;41824.3377813185;88528.1816371241;128228.108610503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;758812.985461064;;758812.985461064;777799.907057027;2589.12567217686;;2589.12567217686;1394.14459271062;2589.12567217686;;2589.12567217686;;;;;;;;;;;;;;;;;1394.14459271062;;;;;;;;796.654052977494;;;;;;;;;;;;;;;;;;;;;;;;;;;;796.654052977494;754165.836818695;;754165.836818695;767775.34355706;750746.863174666;;750746.863174666;747195.113855142;;;;;;;;;;;;;;;;;;;;;;;;;3418.97364402841;;3418.97364402841;20580.2297019186;2058.02297019186;;2058.02297019186;7833.7648542787;66.3878377481245;;66.3878377481245;663.878377481246;1991.63513244374;;1991.63513244374;7169.88647679745;;;;;;;;;;;;;30571.5992830114;;30571.5992830114;24596.6938856801;10323.3087698334;;10323.3087698334;24596.6938856801;;;;;20248.290513178;;20248.290513178;;;;;;;;
36855642;2008;2008-01-01;2008-12-31;"agrokomplex NÁRODNÉ VÝSTAVISKO, štátny podnik";"Cestovný ruch a gastro";"Organizovanie kongresov a podnikateľských výstav [82300]";50-99 zamestnancov;;"Nitra";"Nitra";Nitriansky;301;"Štátny podnik";;;22350408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;258734;;;;;;;;1533136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
